unit,na_item,sector,geo\time	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
PC_GDP,D5REC,S1311,SI	5.2 	4.8 	4.6 	4.2 	3.8 	4.1 	4.5 	4.8 	4.8 	5.2 	5.2 	4.4 
PC_GDP,D5REC,S1311,SK	5.6 	5.3 	5.4 	5.5 	6.1 	6.7 	7.1 	7.2 	7.2 	7.2 	7.2 	6.7 
PC_GDP,D5REC,S1312,AT	0.3 	0.3 	0.3 	0.3 	0.4 	0.4 	0.4 	0.4 	0.4 	0.6 	0.6 	0.6 
PC_GDP,D5REC,S1312,BE	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	1.3 	2.6 	2.6 	2.4 	2.4 	2.7 
PC_GDP,D5REC,S1312,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,CH	6.2 	6.1 	6.1 	6.2 	6.2 	6.2 	6.3 	6.4 	6.4 	6.4 	6.5 	: 
PC_GDP,D5REC,S1312,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,CZ	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,DE	4.6 	4.2 	4.4 	4.6 	4.7 	4.7 	4.8 	4.9 	5.0 	5.2 	5.2 	5.1 p
PC_GDP,D5REC,S1312,DK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,EA19	1.6 	1.5 	1.6 	1.8 	1.7 	1.7 	1.8 	1.9 	2.0 	2.0 	2.0 	2.1 
PC_GDP,D5REC,S1312,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,EL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,ES	3.2 	2.6 	3.2 	4.5 	3.4 	3.3 	3.3 	3.5 	3.7 	3.7 	3.9 	4.8 
PC_GDP,D5REC,S1312,EU27_2020	1.4 	1.3 	1.4 	1.5 	1.5 	1.5 	1.5 	1.6 	1.7 	1.7 	1.7 	1.8 
PC_GDP,D5REC,S1312,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,FR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,HR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,HU	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,IS	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,IT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,MT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,PL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,PT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,SE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,SI	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1312,SK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1313,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 
PC_GDP,D5REC,S1313,BE	1.0 	0.9 	0.9 	0.8 	0.8 	0.7 	0.8 	0.9 	0.8 	0.8 	0.8 	0.9 
PC_GDP,D5REC,S1313,BG	0.1 	0.1 	0.1 	0.1 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 
PC_GDP,D5REC,S1313,CH	4.0 	3.8 	3.9 	3.9 	3.9 	3.9 	4.0 	4.1 	4.1 	4.1 	4.2 	: 
PC_GDP,D5REC,S1313,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1313,CZ	2.5 	2.3 	2.4 	2.4 	2.6 	2.6 	2.6 	2.8 	2.8 	2.9 	2.9 	2.7 
PC_GDP,D5REC,S1313,DE	2.3 	2.2 	2.3 	2.4 	2.4 	2.4 	2.5 	2.6 	2.6 	2.6 	2.6 	2.4 p
PC_GDP,D5REC,S1313,DK	10.2 	10.7 	10.7 	10.7 	10.8 	10.8 	10.8 	10.9 	10.8 	10.6 	10.6 	11.3 
PC_GDP,D5REC,S1313,EA19	1.3 	1.3 	1.4 	1.5 	1.5 	1.5 	1.5 	1.5 	1.5 	1.5 	1.5 	1.4 
PC_GDP,D5REC,S1313,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1313,EL	0.4 	0.4 	0.5 	0.5 	0.6 	0.5 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 
PC_GDP,D5REC,S1313,ES	0.7 	0.7 	0.7 	0.8 	0.8 	0.8 	0.8 	0.8 	0.8 	0.8 	0.8 	0.8 
PC_GDP,D5REC,S1313,EU27_2020	1.9 	2.0 	2.0 	2.1 	2.2 	2.2 	2.2 	2.2 	2.2 	2.2 	2.1 	2.1 
PC_GDP,D5REC,S1313,FI	9.7 	9.8 	9.7 	9.6 	10.1 	10.2 	10.3 	10.1 	10.1 	9.6 	9.6 	10.3 
PC_GDP,D5REC,S1313,FR	0.8 	0.8 	0.8 	0.8 	0.8 	0.8 	0.9 	0.9 	0.9 	0.7 	0.6 p	0.5 p
PC_GDP,D5REC,S1313,HR	3.6 	3.3 	3.2 	3.6 	3.8 	3.7 	3.2 	3.3 	3.1 	3.3 	3.4 	3.5 
PC_GDP,D5REC,S1313,HU	0.2 	0.2 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 
PC_GDP,D5REC,S1313,IE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1313,IS	6.6 	6.4 	7.2 	7.3 	7.5 	7.5 	7.4 	7.5 	7.9 	8.1 	7.9 	8.7 
PC_GDP,D5REC,S1313,IT	1.0 	1.0 	1.1 	1.3 	1.3 	1.3 	1.4 	1.4 	1.3 	1.3 	1.3 	1.4 
PC_GDP,D5REC,S1313,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 
PC_GDP,D5REC,S1313,LU	1.6 	1.5 	1.6 	1.4 	1.2 	1.1 	1.2 	1.3 	1.4 	1.7 	1.8 	1.5 
PC_GDP,D5REC,S1313,LV	4.4 	5.0 	4.7 	4.7 	4.7 	4.8 	4.8 	5.0 	5.2 	4.9 	5.4 	5.0 
PC_GDP,D5REC,S1313,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1313,NL	0.5 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.5 	0.6 p
PC_GDP,D5REC,S1313,NO	5.4 	5.4 	4.8 	4.9 	4.9 	5.0 	5.5 	5.8 	5.7 	5.6 	5.7 	6.0 
PC_GDP,D5REC,S1313,PL	2.8 	2.7 	2.7 	2.8 	2.8 	2.9 	2.9 	3.1 	3.1 	3.3 	3.3 	3.3 
PC_GDP,D5REC,S1313,PT	0.7 	0.7 	0.7 	0.8 	0.9 	0.8 	0.8 	0.8 	0.7 	0.8 	0.8 	0.8 
PC_GDP,D5REC,S1313,RO	0.3 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.3 	0.3 	0.3 
PC_GDP,D5REC,S1313,SE	13.6 	12.7 	12.4 	12.9 	13.1 	12.8 	12.6 	13.1 	13.1 	13.0 	12.6 	13.1 
PC_GDP,D5REC,S1313,SI	2.9 	3.2 	3.2 	3.3 	3.2 	3.1 	2.7 	2.7 	2.6 	2.6 	2.6 	2.9 
PC_GDP,D5REC,S1313,SK	0.2 	0.1 	0.1 	0.2 	0.2 	0.1 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,BE	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.3 	0.4 	0.3 	0.3 	0.3 	0.3 
PC_GDP,D5REC,S1314,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,CH	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 
PC_GDP,D5REC,S1314,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,CZ	0.0 n	0.0 n	0.0 n	0.0 n	0.0 n	0.0 n	0.0 n	0.0 n	0.0 n	0.0 n	0.0 n	0.0 n
PC_GDP,D5REC,S1314,DE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,DK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,EA19	1.0 	1.0 	1.0 	1.1 	1.1 	1.1 	1.1 	1.1 	1.1 	1.2 	1.2 	1.2 
PC_GDP,D5REC,S1314,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,ES	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,EU27_2020	0.9 	0.9 	0.9 	0.9 	0.9 	0.9 	0.9 	0.9 	0.9 	1.1 	1.0 	1.0 
PC_GDP,D5REC,S1314,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,FR	4.7 	4.7 	4.8 	5.0 	5.0 	5.0 	5.1 	5.1 	5.1 	6.0 	5.7 p	6.0 p
PC_GDP,D5REC,S1314,HR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,IS	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,IT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,LU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,MT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,PL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,SE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
PC_GDP,D5REC,S1314,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,D5REC,S1314,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
